Time Bucket (America/Chicago),PruebaSensor_2 (kWhs),PruebaSensor_3 (kWhs),Dates,Load,Weekday,Weekday_num,Hour,Day,Month,DecimalDate
02/07/2022 12:00:00,0.3719,0.0902,2022-02-07 12:00:00,0.4621,Monday,0,12,7,2,2022.1027397260275
02/07/2022 13:00:00,0.5354,0.5896,2022-02-07 13:00:00,1.125,Monday,0,13,7,2,2022.1028538812786
02/07/2022 14:00:00,0.3987,0.585,2022-02-07 14:00:00,0.9837,Monday,0,14,7,2,2022.1029680365298
02/07/2022 15:00:00,0.2135,0.522,2022-02-07 15:00:00,0.7355,Monday,0,15,7,2,2022.103082191781
02/07/2022 16:00:00,0.0691,0.2333,2022-02-07 16:00:00,0.3024,Monday,0,16,7,2,2022.103196347032
02/07/2022 17:00:00,0.0018,0.1369,2022-02-07 17:00:00,0.1387,Monday,0,17,7,2,2022.1033105022832
02/07/2022 18:00:00,0.2355,0.1094,2022-02-07 18:00:00,0.3449,Monday,0,18,7,2,2022.1034246575343
02/07/2022 19:00:00,0.5148,0.2166,2022-02-07 19:00:00,0.7314,Monday,0,19,7,2,2022.1035388127855
02/07/2022 20:00:00,0.4051,0.1282,2022-02-07 20:00:00,0.5333,Monday,0,20,7,2,2022.1036529680366
02/07/2022 21:00:00,0.4123,0.1144,2022-02-07 21:00:00,0.5267,Monday,0,21,7,2,2022.1037671232878
02/07/2022 22:00:00,0.3233,0.2896,2022-02-07 22:00:00,0.6129,Monday,0,22,7,2,2022.103881278539
02/07/2022 23:00:00,0.0055,0.0943,2022-02-07 23:00:00,0.0998,Monday,0,23,7,2,2022.10399543379
02/08/2022 00:00:00,0.0,0.1152,2022-02-08 00:00:00,0.1152,Tuesday,1,0,8,2,2022.1041095890412
02/08/2022 01:00:00,0.0,0.1112,2022-02-08 01:00:00,0.1112,Tuesday,1,1,8,2,2022.1042237442923
02/08/2022 02:00:00,0.0,0.1111,2022-02-08 02:00:00,0.1111,Tuesday,1,2,8,2,2022.1043378995435
02/08/2022 03:00:00,0.0,0.111,2022-02-08 03:00:00,0.111,Tuesday,1,3,8,2,2022.1044520547946
02/08/2022 04:00:00,0.0,0.0945,2022-02-08 04:00:00,0.0945,Tuesday,1,4,8,2,2022.1045662100457
02/08/2022 05:00:00,0.0,0.1113,2022-02-08 05:00:00,0.1113,Tuesday,1,5,8,2,2022.1046803652969
02/08/2022 06:00:00,0.036,0.1104,2022-02-08 06:00:00,0.1464,Tuesday,1,6,8,2,2022.104794520548
02/08/2022 07:00:00,0.1606,0.0933,2022-02-08 07:00:00,0.2539,Tuesday,1,7,8,2,2022.1049086757992
02/08/2022 08:00:00,0.4611,0.4956,2022-02-08 08:00:00,0.9567,Tuesday,1,8,8,2,2022.1050228310503
02/08/2022 09:00:00,0.4611,0.5001,2022-02-08 09:00:00,0.9612,Tuesday,1,9,8,2,2022.1051369863014
02/08/2022 10:00:00,0.4611,0.5001,2022-02-08 10:00:00,0.9612,Tuesday,1,10,8,2,2022.1052511415526
02/08/2022 11:00:00,0.4611,0.5001,2022-02-08 11:00:00,0.9612,Tuesday,1,11,8,2,2022.1053652968037
02/08/2022 12:00:00,0.4611,0.5001,2022-02-08 12:00:00,0.9612,Tuesday,1,12,8,2,2022.1054794520549
02/08/2022 13:00:00,0.4611,0.5001,2022-02-08 13:00:00,0.9612,Tuesday,1,13,8,2,2022.105593607306
02/08/2022 14:00:00,0.4611,0.5001,2022-02-08 14:00:00,0.9612,Tuesday,1,14,8,2,2022.1057077625571
02/08/2022 15:00:00,0.4611,0.5001,2022-02-08 15:00:00,0.9612,Tuesday,1,15,8,2,2022.1058219178083
02/08/2022 16:00:00,0.0666,0.0,2022-02-08 16:00:00,0.0666,Tuesday,1,16,8,2,2022.1059360730594
02/08/2022 17:00:00,0.0001,0.1255,2022-02-08 17:00:00,0.1256,Tuesday,1,17,8,2,2022.1060502283106
02/08/2022 18:00:00,0.0,0.389,2022-02-08 18:00:00,0.389,Tuesday,1,18,8,2,2022.1061643835617
02/08/2022 19:00:00,0.1784,0.5299,2022-02-08 19:00:00,0.7083,Tuesday,1,19,8,2,2022.1062785388128
02/08/2022 20:00:00,0.3118,0.148,2022-02-08 20:00:00,0.4598,Tuesday,1,20,8,2,2022.106392694064
02/08/2022 21:00:00,0.3356,0.1457,2022-02-08 21:00:00,0.4813,Tuesday,1,21,8,2,2022.106506849315
02/08/2022 22:00:00,0.2469,0.261,2022-02-08 22:00:00,0.5079,Tuesday,1,22,8,2,2022.1066210045663
02/08/2022 23:00:00,0.0019,0.3028,2022-02-08 23:00:00,0.3047,Tuesday,1,23,8,2,2022.1067351598174
02/09/2022 00:00:00,0.0,0.2852,2022-02-09 00:00:00,0.2852,Wednesday,2,0,9,2,2022.1068493150685
02/09/2022 01:00:00,0.0524,0.2057,2022-02-09 01:00:00,0.2581,Wednesday,2,1,9,2,2022.1069634703197
02/09/2022 02:00:00,0.1605,0.1768,2022-02-09 02:00:00,0.33730000000000004,Wednesday,2,2,9,2,2022.1070776255708
02/09/2022 03:00:00,0.1591,0.0937,2022-02-09 03:00:00,0.2528,Wednesday,2,3,9,2,2022.107191780822
02/09/2022 04:00:00,0.1591,0.1697,2022-02-09 04:00:00,0.3288,Wednesday,2,4,9,2,2022.107305936073
02/09/2022 05:00:00,0.1589,0.0735,2022-02-09 05:00:00,0.2324,Wednesday,2,5,9,2,2022.1074200913242
02/09/2022 06:00:00,0.1592,0.0989,2022-02-09 06:00:00,0.2581,Wednesday,2,6,9,2,2022.1075342465754
02/09/2022 07:00:00,0.1591,0.1262,2022-02-09 07:00:00,0.2853,Wednesday,2,7,9,2,2022.1076484018265
02/09/2022 08:00:00,0.1973,0.1731,2022-02-09 08:00:00,0.3704,Wednesday,2,8,9,2,2022.1077625570776
02/09/2022 09:00:00,0.1244,0.2936,2022-02-09 09:00:00,0.41800000000000004,Wednesday,2,9,9,2,2022.1078767123288
02/09/2022 10:00:00,0.0001,0.1994,2022-02-09 10:00:00,0.19949999999999998,Wednesday,2,10,9,2,2022.10799086758
02/09/2022 11:00:00,0.0002,0.1053,2022-02-09 11:00:00,0.10550000000000001,Wednesday,2,11,9,2,2022.108105022831
02/09/2022 12:00:00,0.0,0.1035,2022-02-09 12:00:00,0.1035,Wednesday,2,12,9,2,2022.1082191780822
02/09/2022 13:00:00,0.0013,0.2091,2022-02-09 13:00:00,0.2104,Wednesday,2,13,9,2,2022.1083333333333
02/09/2022 14:00:00,0.0045,0.0895,2022-02-09 14:00:00,0.094,Wednesday,2,14,9,2,2022.1084474885845
02/09/2022 15:00:00,0.067,0.1101,2022-02-09 15:00:00,0.1771,Wednesday,2,15,9,2,2022.1085616438356
02/09/2022 16:00:00,0.0664,0.2871,2022-02-09 16:00:00,0.35350000000000004,Wednesday,2,16,9,2,2022.1086757990868
02/09/2022 17:00:00,0.0258,0.1762,2022-02-09 17:00:00,0.20199999999999999,Wednesday,2,17,9,2,2022.108789954338
02/09/2022 18:00:00,0.2076,0.3859,2022-02-09 18:00:00,0.5935,Wednesday,2,18,9,2,2022.108904109589
02/09/2022 19:00:00,0.3085,0.4708,2022-02-09 19:00:00,0.7793,Wednesday,2,19,9,2,2022.1090182648402
02/09/2022 20:00:00,0.3407,0.4588,2022-02-09 20:00:00,0.7995,Wednesday,2,20,9,2,2022.1091324200913
02/09/2022 21:00:00,0.3709,0.1823,2022-02-09 21:00:00,0.5532,Wednesday,2,21,9,2,2022.1092465753425
02/09/2022 22:00:00,0.2273,0.231,2022-02-09 22:00:00,0.45830000000000004,Wednesday,2,22,9,2,2022.1093607305936
02/09/2022 23:00:00,0.1002,0.0957,2022-02-09 23:00:00,0.1959,Wednesday,2,23,9,2,2022.1094748858447
02/10/2022 00:00:00,0.0,0.0764,2022-02-10 00:00:00,0.0764,Thursday,3,0,10,2,2022.109589041096
02/10/2022 01:00:00,0.0,0.093,2022-02-10 01:00:00,0.093,Thursday,3,1,10,2,2022.109703196347
02/10/2022 02:00:00,0.0858,0.1096,2022-02-10 02:00:00,0.19540000000000002,Thursday,3,2,10,2,2022.1098173515982
02/10/2022 03:00:00,0.16,0.0565,2022-02-10 03:00:00,0.2165,Thursday,3,3,10,2,2022.1099315068493
02/10/2022 04:00:00,0.1598,0.2327,2022-02-10 04:00:00,0.39249999999999996,Thursday,3,4,10,2,2022.1100456621004
02/10/2022 05:00:00,0.1522,0.1652,2022-02-10 05:00:00,0.3174,Thursday,3,5,10,2,2022.1101598173516
02/10/2022 06:00:00,0.1595,0.0635,2022-02-10 06:00:00,0.223,Thursday,3,6,10,2,2022.1102739726027
02/10/2022 07:00:00,0.1865,0.2137,2022-02-10 07:00:00,0.4002,Thursday,3,7,10,2,2022.1103881278539
02/10/2022 08:00:00,0.0696,0.3359,2022-02-10 08:00:00,0.40549999999999997,Thursday,3,8,10,2,2022.110502283105
02/10/2022 09:00:00,0.0,0.1143,2022-02-10 09:00:00,0.1143,Thursday,3,9,10,2,2022.1106164383561
02/10/2022 10:00:00,0.0028,0.3284,2022-02-10 10:00:00,0.33120000000000005,Thursday,3,10,10,2,2022.1107305936073
02/10/2022 11:00:00,0.0067,0.158,2022-02-10 11:00:00,0.1647,Thursday,3,11,10,2,2022.1108447488584
02/10/2022 12:00:00,0.0246,0.1443,2022-02-10 12:00:00,0.16890000000000002,Thursday,3,12,10,2,2022.1109589041096
02/10/2022 13:00:00,0.0017,0.099,2022-02-10 13:00:00,0.1007,Thursday,3,13,10,2,2022.1110730593607
02/10/2022 14:00:00,0.0253,0.1849,2022-02-10 14:00:00,0.2102,Thursday,3,14,10,2,2022.1111872146118
02/10/2022 15:00:00,0.0698,0.1499,2022-02-10 15:00:00,0.2197,Thursday,3,15,10,2,2022.111301369863
02/10/2022 16:00:00,0.0103,0.1074,2022-02-10 16:00:00,0.1177,Thursday,3,16,10,2,2022.1114155251141
02/10/2022 17:00:00,0.0014,0.1758,2022-02-10 17:00:00,0.17720000000000002,Thursday,3,17,10,2,2022.1115296803653
02/10/2022 18:00:00,0.0022,0.2089,2022-02-10 18:00:00,0.2111,Thursday,3,18,10,2,2022.1116438356164
02/10/2022 19:00:00,0.1846,0.6007,2022-02-10 19:00:00,0.7853,Thursday,3,19,10,2,2022.1117579908675
02/10/2022 20:00:00,0.3389,0.2124,2022-02-10 20:00:00,0.5513,Thursday,3,20,10,2,2022.1118721461187
02/10/2022 21:00:00,0.3564,0.147,2022-02-10 21:00:00,0.5034,Thursday,3,21,10,2,2022.1119863013698
02/10/2022 22:00:00,0.2305,0.3208,2022-02-10 22:00:00,0.5513,Thursday,3,22,10,2,2022.112100456621
02/10/2022 23:00:00,0.0,0.1102,2022-02-10 23:00:00,0.1102,Thursday,3,23,10,2,2022.112214611872
02/11/2022 00:00:00,0.0,0.2365,2022-02-11 00:00:00,0.2365,Friday,4,0,11,2,2022.1123287671232
02/11/2022 01:00:00,0.0,0.1404,2022-02-11 01:00:00,0.1404,Friday,4,1,11,2,2022.1124429223744
02/11/2022 02:00:00,0.0045,0.1199,2022-02-11 02:00:00,0.12440000000000001,Friday,4,2,11,2,2022.1125570776255
02/11/2022 03:00:00,0.0,0.0893,2022-02-11 03:00:00,0.0893,Friday,4,3,11,2,2022.1126712328767
02/11/2022 04:00:00,0.1164,0.1155,2022-02-11 04:00:00,0.2319,Friday,4,4,11,2,2022.1127853881278
02/11/2022 05:00:00,0.1603,0.0593,2022-02-11 05:00:00,0.2196,Friday,4,5,11,2,2022.112899543379
02/11/2022 06:00:00,0.1604,0.0641,2022-02-11 06:00:00,0.22449999999999998,Friday,4,6,11,2,2022.11301369863
02/11/2022 07:00:00,0.1605,0.1096,2022-02-11 07:00:00,0.2701,Friday,4,7,11,2,2022.1131278538812
02/11/2022 08:00:00,0.1605,0.149,2022-02-11 08:00:00,0.3095,Friday,4,8,11,2,2022.1132420091324
02/11/2022 09:00:00,0.109,0.2209,2022-02-11 09:00:00,0.3299,Friday,4,9,11,2,2022.1133561643835
02/11/2022 10:00:00,0.0024,0.1405,2022-02-11 10:00:00,0.14290000000000003,Friday,4,10,11,2,2022.1134703196346
02/11/2022 11:00:00,0.0,0.3319,2022-02-11 11:00:00,0.3319,Friday,4,11,11,2,2022.1135844748858
02/11/2022 12:00:00,0.0,0.1092,2022-02-11 12:00:00,0.1092,Friday,4,12,11,2,2022.113698630137
02/11/2022 13:00:00,0.0079,0.1009,2022-02-11 13:00:00,0.10880000000000001,Friday,4,13,11,2,2022.113812785388
02/11/2022 14:00:00,0.0,0.1604,2022-02-11 14:00:00,0.1604,Friday,4,14,11,2,2022.1139269406392
02/11/2022 15:00:00,0.0676,0.1228,2022-02-11 15:00:00,0.1904,Friday,4,15,11,2,2022.1140410958903
02/11/2022 16:00:00,0.0,0.2423,2022-02-11 16:00:00,0.2423,Friday,4,16,11,2,2022.1141552511415
02/11/2022 17:00:00,0.0,0.2354,2022-02-11 17:00:00,0.2354,Friday,4,17,11,2,2022.1142694063926
02/11/2022 18:00:00,0.0029,0.4737,2022-02-11 18:00:00,0.4766,Friday,4,18,11,2,2022.1143835616438
02/11/2022 19:00:00,0.1734,0.4028,2022-02-11 19:00:00,0.5762,Friday,4,19,11,2,2022.114497716895
02/11/2022 20:00:00,0.3214,0.2176,2022-02-11 20:00:00,0.539,Friday,4,20,11,2,2022.114611872146
02/11/2022 21:00:00,0.3225,0.1826,2022-02-11 21:00:00,0.5051,Friday,4,21,11,2,2022.1147260273972
02/11/2022 22:00:00,0.2355,0.1859,2022-02-11 22:00:00,0.4214,Friday,4,22,11,2,2022.1148401826483
02/11/2022 23:00:00,0.3641,0.0904,2022-02-11 23:00:00,0.45449999999999996,Friday,4,23,11,2,2022.1149543378995
02/12/2022 00:00:00,0.1498,0.0756,2022-02-12 00:00:00,0.2254,Saturday,5,0,12,2,2022.1150684931506
02/12/2022 01:00:00,0.0615,0.1083,2022-02-12 01:00:00,0.1698,Saturday,5,1,12,2,2022.1151826484017
02/12/2022 02:00:00,0.1313,0.0839,2022-02-12 02:00:00,0.2152,Saturday,5,2,12,2,2022.1152968036529
02/12/2022 03:00:00,0.1476,0.0826,2022-02-12 03:00:00,0.23020000000000002,Saturday,5,3,12,2,2022.115410958904
02/12/2022 04:00:00,0.1587,0.1375,2022-02-12 04:00:00,0.2962,Saturday,5,4,12,2,2022.1155251141552
02/12/2022 05:00:00,0.1588,0.0993,2022-02-12 05:00:00,0.2581,Saturday,5,5,12,2,2022.1156392694063
02/12/2022 06:00:00,0.1588,0.1062,2022-02-12 06:00:00,0.265,Saturday,5,6,12,2,2022.1157534246574
02/12/2022 07:00:00,0.2249,0.3978,2022-02-12 07:00:00,0.6227,Saturday,5,7,12,2,2022.1158675799086
02/12/2022 08:00:00,0.0229,0.1832,2022-02-12 08:00:00,0.2061,Saturday,5,8,12,2,2022.1159817351597
02/12/2022 09:00:00,0.0225,0.2337,2022-02-12 09:00:00,0.2562,Saturday,5,9,12,2,2022.1160958904109
02/12/2022 10:00:00,0.0296,0.3853,2022-02-12 10:00:00,0.4149,Saturday,5,10,12,2,2022.116210045662
02/12/2022 11:00:00,0.0289,0.2037,2022-02-12 11:00:00,0.2326,Saturday,5,11,12,2,2022.1163242009131
02/12/2022 12:00:00,0.0229,0.0883,2022-02-12 12:00:00,0.11120000000000001,Saturday,5,12,12,2,2022.1164383561643
02/12/2022 13:00:00,0.0233,0.2113,2022-02-12 13:00:00,0.23459999999999998,Saturday,5,13,12,2,2022.1165525114154
02/12/2022 14:00:00,0.1485,0.4104,2022-02-12 14:00:00,0.5589,Saturday,5,14,12,2,2022.1166666666666
02/12/2022 15:00:00,0.3554,0.3395,2022-02-12 15:00:00,0.6949000000000001,Saturday,5,15,12,2,2022.1167808219177
02/12/2022 16:00:00,0.3941,0.5074,2022-02-12 16:00:00,0.9015,Saturday,5,16,12,2,2022.1168949771688
02/12/2022 17:00:00,0.0569,0.1845,2022-02-12 17:00:00,0.2414,Saturday,5,17,12,2,2022.11700913242
02/12/2022 18:00:00,0.3051,0.1383,2022-02-12 18:00:00,0.4434,Saturday,5,18,12,2,2022.1171232876711
02/12/2022 19:00:00,0.4608,0.1286,2022-02-12 19:00:00,0.5893999999999999,Saturday,5,19,12,2,2022.1172374429225
02/12/2022 20:00:00,0.3206,0.1141,2022-02-12 20:00:00,0.4347,Saturday,5,20,12,2,2022.1173515981736
02/12/2022 21:00:00,0.3197,0.1136,2022-02-12 21:00:00,0.4333,Saturday,5,21,12,2,2022.1174657534248
02/12/2022 22:00:00,0.2981,0.1549,2022-02-12 22:00:00,0.45299999999999996,Saturday,5,22,12,2,2022.117579908676
02/12/2022 23:00:00,0.2981,0.1241,2022-02-12 23:00:00,0.42219999999999996,Saturday,5,23,12,2,2022.117694063927
02/13/2022 00:00:00,0.1649,0.0945,2022-02-13 00:00:00,0.25939999999999996,Sunday,6,0,13,2,2022.1178082191782
02/13/2022 01:00:00,0.1601,0.0846,2022-02-13 01:00:00,0.24469999999999997,Sunday,6,1,13,2,2022.1179223744293
02/13/2022 02:00:00,0.1598,0.1189,2022-02-13 02:00:00,0.2787,Sunday,6,2,13,2,2022.1180365296805
02/13/2022 03:00:00,0.1591,0.2002,2022-02-13 03:00:00,0.35929999999999995,Sunday,6,3,13,2,2022.1181506849316
02/13/2022 04:00:00,0.1537,0.1956,2022-02-13 04:00:00,0.3493,Sunday,6,4,13,2,2022.1182648401827
02/13/2022 05:00:00,0.1595,0.0885,2022-02-13 05:00:00,0.248,Sunday,6,5,13,2,2022.1183789954339
02/13/2022 06:00:00,0.1594,0.0865,2022-02-13 06:00:00,0.24589999999999998,Sunday,6,6,13,2,2022.118493150685
02/13/2022 07:00:00,0.1594,0.1341,2022-02-13 07:00:00,0.2935,Sunday,6,7,13,2,2022.1186073059362
02/13/2022 08:00:00,0.3128,0.2527,2022-02-13 08:00:00,0.5655,Sunday,6,8,13,2,2022.1187214611873
02/13/2022 09:00:00,0.2838,0.29,2022-02-13 09:00:00,0.5738,Sunday,6,9,13,2,2022.1188356164384
02/13/2022 10:00:00,0.2181,0.2599,2022-02-13 10:00:00,0.478,Sunday,6,10,13,2,2022.1189497716896
02/13/2022 11:00:00,0.277,0.2825,2022-02-13 11:00:00,0.5595,Sunday,6,11,13,2,2022.1190639269407
02/13/2022 12:00:00,0.396,0.2917,2022-02-13 12:00:00,0.6877,Sunday,6,12,13,2,2022.1191780821919
02/13/2022 13:00:00,0.4495,0.2945,2022-02-13 13:00:00,0.744,Sunday,6,13,13,2,2022.119292237443
02/13/2022 14:00:00,0.4292,0.2676,2022-02-13 14:00:00,0.6968000000000001,Sunday,6,14,13,2,2022.1194063926941
02/13/2022 15:00:00,0.2848,0.3266,2022-02-13 15:00:00,0.6113999999999999,Sunday,6,15,13,2,2022.1195205479453
02/13/2022 16:00:00,0.1349,0.1968,2022-02-13 16:00:00,0.3317,Sunday,6,16,13,2,2022.1196347031964
02/13/2022 17:00:00,0.0979,0.1364,2022-02-13 17:00:00,0.2343,Sunday,6,17,13,2,2022.1197488584476
02/13/2022 18:00:00,0.1718,0.1221,2022-02-13 18:00:00,0.2939,Sunday,6,18,13,2,2022.1198630136987
02/13/2022 19:00:00,0.2961,0.1562,2022-02-13 19:00:00,0.4523,Sunday,6,19,13,2,2022.1199771689498
02/13/2022 20:00:00,0.3239,0.134,2022-02-13 20:00:00,0.45790000000000003,Sunday,6,20,13,2,2022.120091324201
02/13/2022 21:00:00,0.318,0.1522,2022-02-13 21:00:00,0.4702,Sunday,6,21,13,2,2022.1202054794521
02/13/2022 22:00:00,0.2139,0.3288,2022-02-13 22:00:00,0.5427,Sunday,6,22,13,2,2022.1203196347033
02/13/2022 23:00:00,0.1636,0.204,2022-02-13 23:00:00,0.3676,Sunday,6,23,13,2,2022.1204337899544
02/14/2022 00:00:00,0.0399,0.2077,2022-02-14 00:00:00,0.2476,Monday,0,0,14,2,2022.1205479452055
02/14/2022 01:00:00,0.023,0.1407,2022-02-14 01:00:00,0.16369999999999998,Monday,0,1,14,2,2022.1206621004567
02/14/2022 02:00:00,0.1276,0.0787,2022-02-14 02:00:00,0.20629999999999998,Monday,0,2,14,2,2022.1207762557078
02/14/2022 03:00:00,0.1621,0.1047,2022-02-14 03:00:00,0.2668,Monday,0,3,14,2,2022.120890410959
02/14/2022 04:00:00,0.1591,0.1315,2022-02-14 04:00:00,0.29059999999999997,Monday,0,4,14,2,2022.12100456621
02/14/2022 05:00:00,0.159,0.1071,2022-02-14 05:00:00,0.2661,Monday,0,5,14,2,2022.1211187214612
02/14/2022 06:00:00,0.159,0.0723,2022-02-14 06:00:00,0.2313,Monday,0,6,14,2,2022.1212328767124
02/14/2022 07:00:00,0.1593,0.0829,2022-02-14 07:00:00,0.2422,Monday,0,7,14,2,2022.1213470319635
02/14/2022 08:00:00,0.1195,0.2673,2022-02-14 08:00:00,0.3868,Monday,0,8,14,2,2022.1214611872147
02/14/2022 09:00:00,0.023,0.2113,2022-02-14 09:00:00,0.23429999999999998,Monday,0,9,14,2,2022.1215753424658
02/14/2022 10:00:00,0.0276,0.1249,2022-02-14 10:00:00,0.1525,Monday,0,10,14,2,2022.121689497717
02/14/2022 11:00:00,0.0229,0.2452,2022-02-14 11:00:00,0.2681,Monday,0,11,14,2,2022.121803652968
02/14/2022 12:00:00,0.023,0.1457,2022-02-14 12:00:00,0.1687,Monday,0,12,14,2,2022.1219178082192
02/14/2022 13:00:00,0.0225,0.1424,2022-02-14 13:00:00,0.1649,Monday,0,13,14,2,2022.1220319634704
02/14/2022 14:00:00,0.0235,0.1353,2022-02-14 14:00:00,0.1588,Monday,0,14,14,2,2022.1221461187215
02/14/2022 15:00:00,0.0212,0.4838,2022-02-14 15:00:00,0.505,Monday,0,15,14,2,2022.1222602739726
02/14/2022 16:00:00,0.023,0.3429,2022-02-14 16:00:00,0.3659,Monday,0,16,14,2,2022.1223744292238
02/14/2022 17:00:00,0.0256,0.2569,2022-02-14 17:00:00,0.28250000000000003,Monday,0,17,14,2,2022.122488584475
02/14/2022 18:00:00,0.0862,0.4124,2022-02-14 18:00:00,0.4986,Monday,0,18,14,2,2022.122602739726
02/14/2022 19:00:00,0.2774,0.1671,2022-02-14 19:00:00,0.4445,Monday,0,19,14,2,2022.1227168949772
02/14/2022 20:00:00,0.3341,0.3499,2022-02-14 20:00:00,0.6839999999999999,Monday,0,20,14,2,2022.1228310502283
02/14/2022 21:00:00,0.3374,0.2311,2022-02-14 21:00:00,0.5685,Monday,0,21,14,2,2022.1229452054795
02/14/2022 22:00:00,0.2864,0.3946,2022-02-14 22:00:00,0.681,Monday,0,22,14,2,2022.1230593607306
02/14/2022 23:00:00,0.1511,0.1454,2022-02-14 23:00:00,0.2965,Monday,0,23,14,2,2022.1231735159818
02/15/2022 00:00:00,0.1002,0.1404,2022-02-15 00:00:00,0.24059999999999998,Tuesday,1,0,15,2,2022.123287671233
02/15/2022 01:00:00,0.0229,0.0836,2022-02-15 01:00:00,0.1065,Tuesday,1,1,15,2,2022.123401826484
02/15/2022 02:00:00,0.023,0.1227,2022-02-15 02:00:00,0.1457,Tuesday,1,2,15,2,2022.1235159817352
02/15/2022 03:00:00,0.0224,0.1389,2022-02-15 03:00:00,0.1613,Tuesday,1,3,15,2,2022.1236301369863
02/15/2022 04:00:00,0.0223,0.1096,2022-02-15 04:00:00,0.13190000000000002,Tuesday,1,4,15,2,2022.1237442922375
02/15/2022 05:00:00,0.0223,0.0831,2022-02-15 05:00:00,0.1054,Tuesday,1,5,15,2,2022.1238584474886
02/15/2022 06:00:00,0.0223,0.102,2022-02-15 06:00:00,0.1243,Tuesday,1,6,15,2,2022.1239726027397
02/15/2022 07:00:00,0.0224,0.1336,2022-02-15 07:00:00,0.156,Tuesday,1,7,15,2,2022.1240867579909
02/15/2022 08:00:00,0.0232,0.2893,2022-02-15 08:00:00,0.3125,Tuesday,1,8,15,2,2022.124200913242
02/15/2022 09:00:00,0.0801,0.2902,2022-02-15 09:00:00,0.3703,Tuesday,1,9,15,2,2022.1243150684932
02/15/2022 10:00:00,0.029,0.2272,2022-02-15 10:00:00,0.25620000000000004,Tuesday,1,10,15,2,2022.1244292237443
02/15/2022 11:00:00,0.0643,0.2129,2022-02-15 11:00:00,0.2772,Tuesday,1,11,15,2,2022.1245433789954
02/15/2022 12:00:00,0.0648,0.186,2022-02-15 12:00:00,0.2508,Tuesday,1,12,15,2,2022.1246575342466
02/15/2022 13:00:00,0.0466,0.1825,2022-02-15 13:00:00,0.2291,Tuesday,1,13,15,2,2022.1247716894977
02/15/2022 14:00:00,0.0538,0.1498,2022-02-15 14:00:00,0.2036,Tuesday,1,14,15,2,2022.1248858447489
02/15/2022 15:00:00,0.1444,0.2193,2022-02-15 15:00:00,0.3637,Tuesday,1,15,15,2,2022.125
02/15/2022 16:00:00,0.0412,0.2281,2022-02-15 16:00:00,0.2693,Tuesday,1,16,15,2,2022.1251141552511
02/15/2022 17:00:00,0.2637,0.1332,2022-02-15 17:00:00,0.39690000000000003,Tuesday,1,17,15,2,2022.1252283105023
02/15/2022 18:00:00,0.06,0.3367,2022-02-15 18:00:00,0.3967,Tuesday,1,18,15,2,2022.1253424657534
02/15/2022 19:00:00,0.2383,0.4376,2022-02-15 19:00:00,0.6759,Tuesday,1,19,15,2,2022.1254566210046
02/15/2022 20:00:00,0.347,0.2513,2022-02-15 20:00:00,0.5983,Tuesday,1,20,15,2,2022.1255707762557
02/15/2022 21:00:00,0.3389,0.2025,2022-02-15 21:00:00,0.5414,Tuesday,1,21,15,2,2022.1256849315068
02/15/2022 22:00:00,0.3118,0.3206,2022-02-15 22:00:00,0.6324000000000001,Tuesday,1,22,15,2,2022.125799086758
02/15/2022 23:00:00,0.1637,0.1437,2022-02-15 23:00:00,0.3074,Tuesday,1,23,15,2,2022.1259132420091
02/16/2022 00:00:00,0.0667,0.1445,2022-02-16 00:00:00,0.2112,Wednesday,2,0,16,2,2022.1260273972603
02/16/2022 01:00:00,0.0233,0.142,2022-02-16 01:00:00,0.1653,Wednesday,2,1,16,2,2022.1261415525114
02/16/2022 02:00:00,0.0239,0.12,2022-02-16 02:00:00,0.1439,Wednesday,2,2,16,2,2022.1262557077625
02/16/2022 03:00:00,0.0232,0.1039,2022-02-16 03:00:00,0.1271,Wednesday,2,3,16,2,2022.1263698630137
02/16/2022 04:00:00,0.0232,0.2474,2022-02-16 04:00:00,0.2706,Wednesday,2,4,16,2,2022.1264840182648
02/16/2022 05:00:00,0.0232,0.208,2022-02-16 05:00:00,0.2312,Wednesday,2,5,16,2,2022.126598173516
02/16/2022 06:00:00,0.023,0.1387,2022-02-16 06:00:00,0.16169999999999998,Wednesday,2,6,16,2,2022.126712328767
02/16/2022 07:00:00,0.0232,0.2229,2022-02-16 07:00:00,0.24609999999999999,Wednesday,2,7,16,2,2022.1268264840182
02/16/2022 08:00:00,0.0866,0.283,2022-02-16 08:00:00,0.3696,Wednesday,2,8,16,2,2022.1269406392694
02/16/2022 09:00:00,0.0264,0.1724,2022-02-16 09:00:00,0.1988,Wednesday,2,9,16,2,2022.1270547945205
02/16/2022 10:00:00,0.0237,0.1429,2022-02-16 10:00:00,0.1666,Wednesday,2,10,16,2,2022.1271689497717
02/16/2022 11:00:00,0.0234,0.121,2022-02-16 11:00:00,0.1444,Wednesday,2,11,16,2,2022.1272831050228
02/16/2022 12:00:00,0.0233,0.1046,2022-02-16 12:00:00,0.1279,Wednesday,2,12,16,2,2022.127397260274
02/16/2022 13:00:00,0.0234,0.1364,2022-02-16 13:00:00,0.1598,Wednesday,2,13,16,2,2022.127511415525
02/16/2022 14:00:00,0.0234,0.1198,2022-02-16 14:00:00,0.1432,Wednesday,2,14,16,2,2022.1276255707762
